temp,windspeed,rain,HomeTeam,AwayTeam,HTHG,HTAG,HS,AS,HST,AST,HC,HY,AY,HR,AR,League Year,ExpectedBetHomeWin,ExpectedBetDraw,ExpectedBetAwayWin,FinalResult,Goal_Difference,Home_Attack,Home_Midfield,Home_Defence,Home_Overall,Away_Attack,Away_Midfield,Away_Defence,Away_Overall
45.0,12.3,0,Crystal Palace,Leicester,0.0,1.0,12.0,8.0,4.0,3.0,10.0,1.0,1.0,0.0,0.0,2015,2.9875,3.25,2.4875,0,0.0,75,76,75,76,76,77,75,76
45.0,12.3,0,Everton,Arsenal,0.0,2.0,8.0,11.0,2.0,3.0,7.0,0.0,0.0,0.0,0.0,2015,2.625,3.525,2.6375,0,0.0,79,78,80,79,82,79,80,82
45.0,12.3,0,Swansea,Aston Villa,0.0,0.0,10.0,12.0,1.0,2.0,4.0,3.0,2.0,0.0,0.0,2015,1.66,3.6875,5.875,2,0.0,77,76,76,76,74,74,74,75
45.0,12.3,0,Watford,Stoke,0.0,1.0,9.0,9.0,4.0,6.0,9.0,3.0,1.0,0.0,0.0,2015,2.4375,3.1375,3.175,0,0.0,77,74,74,75,76,78,76,77
45.0,12.3,0,West Brom,Norwich,0.0,0.0,10.0,7.0,0.0,1.0,4.0,1.0,2.0,0.0,0.0,2015,2.2375,3.2,3.5,0,0.0,76,73,73,75,78,74,73,74
46.1,10.8,0,Man City,Man United,0.0,1.0,26.0,5.0,2.0,3.0,11.0,1.0,1.0,0.0,0.0,2015,1.8399999999999999,3.625,4.4625,0,0.0,84,82,81,82,69,80,77,81
46.1,10.8,0,Newcastle,Sunderland,0.0,1.0,17.0,14.0,8.0,4.0,2.0,4.0,1.0,0.0,0.0,2015,2.125,3.325,3.6500000000000004,1,0.0,77,77,75,77,77,74,74,75
46.1,10.8,0,Southampton,Liverpool,0.0,2.0,16.0,18.0,5.0,9.0,3.0,1.0,3.0,0.0,0.0,2015,2.62,3.2375,2.845,2,0.0,76,76,76,76,81,78,79,79
46.1,10.8,0,Tottenham,Bournemouth,2.0,0.0,17.0,2.0,8.0,0.0,4.0,0.0,1.0,0.0,0.0,2015,1.5325000000000002,4.202500000000001,6.5625,2,2.0,82,78,79,79,72,74,72,73
51.3,12.8,1,Arsenal,Watford,2.0,0.0,19.0,6.0,12.0,2.0,8.0,1.0,1.0,0.0,0.0,2015,1.3525000000000003,5.050000000000001,9.375,2,2.0,82,79,80,82,77,74,74,75
51.3,12.8,1,Aston Villa,Chelsea,0.0,2.0,15.0,11.0,4.0,8.0,7.0,4.0,1.0,1.0,0.0,2015,6.375,3.995,1.5725000000000002,0,0.0,74,74,74,75,81,82,82,83
51.3,12.8,1,Bournemouth,Man City,0.0,3.0,11.0,15.0,2.0,7.0,4.0,0.0,1.0,0.0,0.0,2015,3.7,3.475,2.0625,0,0.0,72,74,72,73,84,82,81,82
51.3,12.8,1,Liverpool,Tottenham,0.0,0.0,15.0,18.0,7.0,5.0,12.0,2.0,0.0,0.0,0.0,2015,2.5125,3.275,2.925,1,0.0,81,78,79,79,82,78,79,79
51.3,12.8,1,Norwich,Newcastle,1.0,0.0,13.0,13.0,6.0,5.0,6.0,0.0,0.0,0.0,0.0,2015,2.2125,3.2874999999999996,3.4499999999999997,2,1.0,78,74,73,74,77,77,75,77
51.3,12.8,1,Stoke,Swansea,1.0,0.0,12.0,12.0,5.0,3.0,5.0,0.0,1.0,0.0,0.0,2015,2.1875,3.2874999999999996,3.5374999999999996,1,1.0,76,78,76,77,77,76,76,76
51.3,12.8,1,Sunderland,West Brom,0.0,0.0,22.0,3.0,7.0,0.0,9.0,1.0,1.0,0.0,0.0,2015,2.0625,3.2375,3.9499999999999997,1,0.0,77,74,74,75,76,73,73,75
51.3,12.8,1,West Ham,Crystal Palace,2.0,1.0,18.0,12.0,6.0,5.0,4.0,2.0,2.0,1.0,0.0,2015,1.9525,3.4499999999999997,4.1,1,1.0,76,76,74,77,75,76,75,76
52.4,10.1,1,Leicester,Southampton,1.0,0.0,11.0,10.0,4.0,2.0,7.0,2.0,2.0,0.0,0.0,2015,2.25,3.3,3.375,2,1.0,76,77,75,76,76,76,76,76
52.4,10.1,1,Man United,Everton,0.0,0.0,10.0,7.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,2015,2.0749999999999997,3.35,3.7624999999999997,2,0.0,69,80,77,81,79,78,80,79
47.3,14.0,1,Aston Villa,Bournemouth,0.0,1.0,6.0,12.0,1.0,3.0,3.0,2.0,2.0,0.0,0.0,2015,3.475,3.3125,2.1500000000000004,0,0.0,74,74,74,75,72,74,72,73
47.3,14.0,1,Crystal Palace,Norwich,0.0,0.0,13.0,13.0,6.0,4.0,10.0,2.0,1.0,0.0,0.0,2015,2.025,3.375,3.8000000000000003,2,0.0,75,76,75,76,78,74,73,74
47.3,14.0,1,Man City,West Brom,1.0,1.0,13.0,13.0,4.0,2.0,8.0,0.0,1.0,0.0,0.0,2015,1.33,5.0,9.5625,2,0.0,84,82,81,82,76,73,73,75
47.3,14.0,1,Southampton,Newcastle,2.0,0.0,20.0,5.0,6.0,3.0,11.0,0.0,0.0,0.0,0.0,2015,1.5550000000000002,3.9375,6.375,2,2.0,76,76,76,76,77,77,75,77
47.3,14.0,1,Swansea,Chelsea,1.0,0.0,12.0,8.0,6.0,2.0,1.0,5.0,4.0,0.0,0.0,2015,3.825,3.375,2.0125,2,1.0,77,76,76,76,81,82,82,83
47.3,14.0,1,Watford,Everton,1.0,1.0,13.0,12.0,5.0,7.0,7.0,2.0,1.0,0.0,0.0,2015,3.45,3.3000000000000003,2.175,1,0.0,77,74,74,75,79,78,80,79
47.3,14.0,1,West Ham,Arsenal,2.0,2.0,19.0,11.0,7.0,6.0,7.0,2.0,0.0,0.0,0.0,2015,3.6875,3.6125,1.975,1,0.0,76,76,74,77,82,79,80,82
46.6,17.5,0,Liverpool,Stoke,2.0,1.0,14.0,10.0,6.0,3.0,6.0,0.0,2.0,0.0,0.0,2015,1.5850000000000002,3.9,6.0,2,1.0,81,78,79,79,76,78,76,77
46.6,17.5,0,Sunderland,Leicester,0.0,0.0,15.0,17.0,1.0,7.0,1.0,1.0,1.0,0.0,0.0,2015,3.4499999999999997,3.3625000000000003,2.1375,0,0.0,77,74,74,75,76,77,75,76
46.6,17.5,0,Tottenham,Man United,0.0,0.0,16.0,5.0,8.0,1.0,2.0,3.0,3.0,0.0,0.0,2015,1.9249999999999998,3.475,4.0249999999999995,2,0.0,82,78,79,79,69,80,77,81
53.3,7.3,0,Crystal Palace,Everton,0.0,0.0,18.0,9.0,6.0,5.0,10.0,0.0,1.0,0.0,1.0,2015,2.8874999999999997,3.275,2.55,1,0.0,75,76,75,76,79,78,80,79
44.3,10.2,1,Chelsea,Man City,0.0,1.0,11.0,11.0,4.0,8.0,11.0,2.0,3.0,1.0,0.0,2015,2.6375,3.35,2.7125000000000004,0,0.0,81,82,82,83,84,82,81,82
44.3,10.2,1,Everton,Southampton,0.0,0.0,7.0,18.0,2.0,4.0,3.0,1.0,1.0,0.0,0.0,2015,2.6625,3.2625,2.7625,1,0.0,79,78,80,79,76,76,76,76
44.3,10.2,1,Man United,Aston Villa,1.0,0.0,13.0,7.0,4.0,1.0,14.0,0.0,1.0,0.0,0.0,2015,1.2225,6.25,15.5,2,1.0,69,80,77,81,74,74,74,75
44.3,10.2,1,Newcastle,Swansea,1.0,0.0,12.0,11.0,7.0,1.0,3.0,2.0,1.0,0.0,0.0,2015,2.2874999999999996,3.3000000000000003,3.2750000000000004,2,1.0,77,77,75,77,77,76,76,76
44.3,10.2,1,Norwich,Sunderland,0.0,1.0,19.0,8.0,6.0,3.0,14.0,2.0,2.0,0.0,0.0,2015,2.3575,3.2375,3.1875,0,0.0,78,74,73,74,77,74,74,75
44.3,10.2,1,West Brom,Watford,0.0,1.0,16.0,11.0,4.0,4.0,9.0,0.0,3.0,0.0,0.0,2015,2.37,3.1325000000000003,3.3,0,0.0,76,73,73,75,77,74,74,75
44.8,8.3,0,Arsenal,Crystal Palace,1.0,0.0,21.0,7.0,6.0,2.0,10.0,0.0,2.0,0.0,0.0,2015,1.335,5.2625,9.3125,1,1.0,82,79,80,82,75,76,75,76
44.8,8.3,0,Bournemouth,Liverpool,0.0,2.0,18.0,19.0,5.0,6.0,5.0,0.0,0.0,0.0,0.0,2015,3.5,3.4125,2.1375,0,0.0,72,74,72,73,81,78,79,79
44.8,8.3,0,Leicester,West Ham,1.0,0.0,6.0,19.0,2.0,4.0,0.0,1.0,3.0,1.0,0.0,2015,1.93,3.5,4.1125,1,1.0,76,77,75,76,76,76,74,77
47.7,15.3,0,Stoke,Tottenham,0.0,1.0,12.0,23.0,2.0,6.0,5.0,2.0,0.0,0.0,0.0,2015,4.525,3.5875000000000004,1.8375000000000001,0,0.0,76,78,76,77,82,78,79,79
52.7,10.5,0,Newcastle,Man City,1.0,1.0,5.0,9.0,3.0,5.0,5.0,3.0,2.0,0.0,0.0,2015,5.875,4.237500000000001,1.5650000000000002,1,0.0,77,77,75,77,84,82,81,82
49.4,14.7,0,Liverpool,Everton,2.0,0.0,37.0,3.0,13.0,0.0,9.0,1.0,1.0,0.0,1.0,2015,1.7075,3.8625,5.0,2,2.0,81,78,79,79,79,78,80,79
49.4,14.7,0,Man United,Crystal Palace,1.0,0.0,16.0,5.0,10.0,0.0,10.0,1.0,2.0,0.0,0.0,2015,1.535,4.0825,6.75,2,1.0,69,80,77,81,75,76,75,76
49.4,14.7,0,West Ham,Watford,2.0,0.0,18.0,7.0,7.0,4.0,4.0,0.0,2.0,0.0,1.0,2015,1.55,4.1575,6.375,2,2.0,76,76,74,77,77,74,74,75
51.5,15.8,0,Arsenal,West Brom,2.0,0.0,16.0,8.0,7.0,1.0,2.0,0.0,1.0,0.0,0.0,2015,1.2625,5.75,13.375,2,2.0,82,79,80,82,76,73,73,75
45.4,13.1,1,Aston Villa,Southampton,1.0,2.0,16.0,17.0,7.0,7.0,6.0,2.0,0.0,0.0,0.0,2015,7.0,3.9749999999999996,1.545,0,0.0,74,74,74,75,76,76,76,76
45.4,13.1,1,Bournemouth,Chelsea,1.0,2.0,13.0,16.0,4.0,4.0,10.0,1.0,0.0,0.0,0.0,2015,3.05,3.375,2.3825000000000003,0,0.0,72,74,72,73,81,82,82,83
45.4,13.1,1,Liverpool,Newcastle,2.0,0.0,13.0,6.0,4.0,3.0,5.0,1.0,1.0,0.0,0.0,2015,1.5675000000000001,4.324999999999999,5.8125,1,2.0,81,78,79,79,77,77,75,77
45.4,13.1,1,Man City,Stoke,2.0,0.0,11.0,14.0,6.0,2.0,9.0,0.0,0.0,0.0,0.0,2015,1.315,5.475,9.875,2,2.0,84,82,81,82,76,78,76,77
45.1,11.3,1,Leicester,Swansea,2.0,0.0,18.0,9.0,9.0,1.0,4.0,1.0,2.0,0.0,0.0,2015,1.7375,3.5999999999999996,5.25,2,2.0,76,77,75,76,77,76,76,76
45.1,11.3,1,Sunderland,Arsenal,0.0,0.0,12.0,20.0,3.0,7.0,7.0,2.0,4.0,0.0,0.0,2015,4.625,3.825,1.7675,1,0.0,77,74,74,75,82,79,80,82
46.0,15.0,1,Tottenham,West Brom,1.0,0.0,19.0,16.0,2.0,3.0,9.0,0.0,1.0,0.0,0.0,2015,1.2425,6.0625,13.75,1,1.0,82,78,79,79,76,73,73,75
47.3,9.9,0,Arsenal,Norwich,0.0,0.0,14.0,12.0,3.0,3.0,7.0,1.0,0.0,0.0,0.0,2015,1.27,6.0,12.125,2,0.0,82,79,80,82,78,74,73,74
47.3,9.9,0,Everton,Bournemouth,1.0,1.0,12.0,16.0,5.0,2.0,3.0,1.0,0.0,0.0,0.0,2015,2.0125,3.575,3.825,2,0.0,79,78,80,79,72,74,72,73
47.3,9.9,0,Newcastle,Crystal Palace,0.0,0.0,10.0,9.0,4.0,3.0,4.0,2.0,0.0,0.0,0.0,2015,1.9875,3.4499999999999997,4.05,2,0.0,77,77,75,77,75,76,75,76
47.3,9.9,0,Stoke,Sunderland,0.0,0.0,11.0,14.0,3.0,5.0,2.0,2.0,2.0,0.0,0.0,2015,2.6925,3.2249999999999996,2.7874999999999996,1,0.0,76,78,76,77,77,74,74,75
47.3,9.9,0,Watford,Aston Villa,1.0,1.0,18.0,7.0,6.0,2.0,8.0,2.0,3.0,0.0,1.0,2015,1.6925000000000001,3.7249999999999996,5.5,2,0.0,77,74,74,75,74,74,74,75
47.3,9.9,0,West Brom,West Ham,0.0,2.0,15.0,8.0,5.0,4.0,8.0,0.0,0.0,0.0,0.0,2015,3.825,3.4000000000000004,2.0625,0,0.0,76,73,73,75,76,76,74,77
50.4,13.4,0,Man United,Leicester,1.0,1.0,21.0,14.0,6.0,3.0,6.0,3.0,0.0,0.0,1.0,2015,2.1125,3.3,3.8,1,0.0,69,80,77,81,76,77,75,76
50.4,13.4,0,Southampton,Man City,2.0,1.0,14.0,6.0,7.0,5.0,8.0,2.0,1.0,0.0,0.0,2015,2.7375,3.35,2.675,2,1.0,76,76,76,76,84,82,81,82
50.4,13.4,0,Swansea,Liverpool,2.0,0.0,18.0,11.0,9.0,3.0,4.0,2.0,2.0,0.0,1.0,2015,3.1075,3.375,2.37,2,2.0,77,76,76,76,81,78,79,79
54.4,18.5,0,Chelsea,Tottenham,0.0,2.0,13.0,16.0,5.0,5.0,7.0,3.0,9.0,0.0,0.0,2015,2.725,3.4499999999999997,2.64,1,0.0,81,82,82,83,82,78,79,79
64.6,13.3,0,Aston Villa,Newcastle,0.0,0.0,2.0,9.0,0.0,3.0,0.0,1.0,1.0,0.0,0.0,2015,5.6875,3.925,1.63,1,0.0,74,74,74,75,77,77,75,77
64.6,13.3,0,Bournemouth,West Brom,0.0,1.0,12.0,12.0,4.0,4.0,5.0,2.0,1.0,0.0,0.0,2015,1.9224999999999999,3.4499999999999997,4.2325,1,0.0,72,74,72,73,76,73,73,75
64.6,13.3,0,Crystal Palace,Stoke,0.0,1.0,17.0,12.0,4.0,3.0,4.0,2.0,3.0,0.0,0.0,2015,2.0625,3.3625,3.775,2,0.0,75,76,75,76,76,78,76,77
64.6,13.3,0,Leicester,Everton,2.0,0.0,32.0,9.0,8.0,5.0,12.0,0.0,3.0,0.0,0.0,2015,1.8800000000000001,3.65,4.195,2,2.0,76,77,75,76,79,78,80,79
64.6,13.3,0,Norwich,Man United,0.0,0.0,8.0,15.0,2.0,2.0,1.0,1.0,0.0,0.0,0.0,2015,4.4625,3.425,1.8900000000000001,0,0.0,78,74,73,74,69,80,77,81
64.6,13.3,0,Sunderland,Chelsea,1.0,2.0,15.0,9.0,4.0,8.0,3.0,4.0,1.0,0.0,1.0,2015,2.9875,3.375,2.4075,2,0.0,77,74,74,75,81,82,82,83
64.6,13.3,0,West Ham,Swansea,0.0,2.0,25.0,13.0,7.0,6.0,13.0,3.0,0.0,0.0,0.0,2015,1.4425,4.5325,7.4375,0,0.0,76,76,74,77,77,76,76,76
68.4,15.1,0,Liverpool,Watford,1.0,0.0,19.0,14.0,5.0,3.0,8.0,1.0,2.0,0.0,0.0,2015,1.4849999999999999,4.35,7.0625,2,1.0,81,78,79,79,77,74,74,75
68.4,15.1,0,Man City,Arsenal,1.0,1.0,14.0,5.0,3.0,2.0,7.0,2.0,1.0,0.0,0.0,2015,2.525,3.4,2.8200000000000003,1,0.0,84,82,81,82,82,79,80,82
68.4,15.1,0,Tottenham,Southampton,1.0,1.0,20.0,10.0,6.0,2.0,10.0,0.0,3.0,0.0,0.0,2015,1.9675,3.575,3.875,0,0.0,82,78,79,79,76,76,76,76
61.0,9.6,1,West Ham,Man United,1.0,0.0,20.0,3.0,6.0,2.0,6.0,1.0,3.0,0.0,0.0,2015,2.9375,3.4375,2.4375,2,1.0,76,76,74,77,69,80,77,81
61.3,8.4,1,Liverpool,Chelsea,0.0,1.0,28.0,13.0,9.0,7.0,7.0,3.0,1.0,0.0,0.0,2015,1.975,3.6500000000000004,3.7625,1,0.0,81,78,79,79,81,82,82,83
61.3,8.4,1,Norwich,Watford,3.0,1.0,18.0,12.0,6.0,7.0,5.0,2.0,3.0,0.0,0.0,2015,1.8025,3.6375,4.7075,2,2.0,78,74,73,74,77,74,74,75
61.3,8.4,1,Sunderland,Everton,2.0,0.0,14.0,17.0,8.0,6.0,5.0,1.0,0.0,0.0,0.0,2015,1.7374999999999998,3.75,4.95,2,2.0,77,74,74,75,79,78,80,79
53.8,10.1,0,Arsenal,Aston Villa,1.0,0.0,16.0,5.0,7.0,2.0,5.0,0.0,1.0,0.0,0.0,2015,1.1549999999999998,8.125,18.25,2,1.0,82,79,80,82,74,74,74,75
53.8,10.1,0,Chelsea,Leicester,0.0,0.0,17.0,18.0,4.0,5.0,7.0,0.0,0.0,0.0,0.0,2015,2.2874999999999996,3.5999999999999996,3.05,1,0.0,81,82,82,83,76,77,75,76
53.8,10.1,0,Everton,Norwich,2.0,0.0,15.0,10.0,8.0,2.0,4.0,0.0,0.0,0.0,0.0,2015,1.775,3.8625000000000003,4.4825,2,2.0,79,78,80,79,78,74,73,74
53.8,10.1,0,Newcastle,Tottenham,2.0,0.0,19.0,17.0,10.0,5.0,3.0,1.0,2.0,1.0,0.0,2015,4.425,3.775,1.795,2,2.0,77,77,75,77,82,78,79,79
53.8,10.1,0,Southampton,Crystal Palace,1.0,0.0,18.0,16.0,5.0,4.0,2.0,1.0,2.0,0.0,0.0,2015,1.3450000000000002,5.1375,9.0625,2,1.0,76,76,76,76,75,76,75,76
53.8,10.1,0,Stoke,West Ham,0.0,1.0,7.0,20.0,4.0,7.0,4.0,3.0,1.0,0.0,0.0,2015,3.45,3.4749999999999996,2.1375,2,0.0,76,78,76,77,76,76,74,77
53.8,10.1,0,Swansea,Man City,1.0,1.0,4.0,18.0,1.0,5.0,4.0,1.0,3.0,0.0,0.0,2015,5.6125,4.5825,1.5175,1,0.0,77,76,76,76,84,82,81,82
53.8,10.1,0,Watford,Sunderland,0.0,1.0,21.0,6.0,6.0,4.0,7.0,1.0,0.0,0.0,0.0,2015,2.025,3.6375,3.6500000000000004,1,0.0,77,74,74,75,77,74,74,75
53.8,10.1,0,West Brom,Liverpool,1.0,1.0,13.0,7.0,1.0,3.0,7.0,3.0,1.0,0.0,0.0,2015,2.3825000000000003,3.4499999999999997,2.9625,1,0.0,76,73,73,75,81,78,79,79
56.6,15.1,0,Man United,Bournemouth,1.0,0.0,12.0,7.0,5.0,0.0,7.0,1.0,0.0,0.0,0.0,2015,1.67,4.074999999999999,5.05,2,1.0,69,80,77,81,72,74,72,73
67.1,14.0,0,Burnley,Swansea,0.0,0.0,10.0,17.0,3.0,9.0,7.0,3.0,2.0,0.0,0.0,2016,2.4625,3.2,3.0875,0,0.0,74,74,76,74,78,76,75,77
67.1,14.0,0,Crystal Palace,West Brom,0.0,0.0,14.0,13.0,4.0,3.0,3.0,2.0,2.0,0.0,0.0,2016,2.0125,3.2249999999999996,4.2,0,0.0,80,77,76,77,81,76,74,75
67.1,14.0,0,Everton,Tottenham,1.0,0.0,12.0,13.0,6.0,4.0,5.0,0.0,0.0,0.0,0.0,2016,3.125,3.275,2.3949999999999996,1,1.0,85,78,79,80,85,81,81,81
67.1,14.0,0,Hull,Leicester,1.0,0.0,14.0,18.0,5.0,5.0,5.0,2.0,2.0,0.0,0.0,2016,4.3575,3.4375,1.9275,2,1.0,76,74,75,75,79,78,76,78
67.1,14.0,0,Man City,Sunderland,1.0,0.0,16.0,7.0,4.0,3.0,9.0,1.0,2.0,0.0,0.0,2016,1.2425,6.125,13.625,2,1.0,83,85,81,83,81,76,73,76
67.1,14.0,0,Middlesbrough,Stoke,1.0,0.0,12.0,12.0,2.0,1.0,9.0,3.0,5.0,0.0,0.0,2016,2.3525,3.1500000000000004,3.2875,1,1.0,76,74,74,75,77,78,77,78
67.1,14.0,0,Southampton,Watford,0.0,1.0,24.0,5.0,6.0,1.0,6.0,1.0,2.0,0.0,1.0,2016,1.815,3.5375,4.75,1,0.0,78,76,77,78,78,78,76,77
67.0,6.7,0,Arsenal,Liverpool,1.0,1.0,9.0,16.0,5.0,7.0,5.0,3.0,3.0,0.0,0.0,2016,2.4125,3.35,3.025,0,0.0,81,83,82,83,82,81,81,81
67.0,6.7,0,Bournemouth,Man United,0.0,1.0,9.0,11.0,3.0,7.0,4.0,0.0,1.0,0.0,0.0,2016,4.65,3.525,1.83,0,0.0,74,75,74,74,84,84,82,83
64.9,10.9,0,Chelsea,West Ham,0.0,0.0,16.0,7.0,6.0,3.0,7.0,5.0,2.0,0.0,0.0,2016,1.6425,3.8625,5.6875,2,0.0,86,84,81,83,79,77,77,78
64.0,13.7,1,Man United,Southampton,1.0,0.0,12.0,13.0,5.0,1.0,4.0,0.0,0.0,0.0,0.0,2016,1.4999999999999998,4.24,7.625,2,1.0,84,84,82,83,78,76,77,78
63.2,20.6,1,Burnley,Liverpool,2.0,0.0,3.0,26.0,2.0,5.0,1.0,0.0,1.0,0.0,0.0,2016,6.75,3.9749999999999996,1.56,2,2.0,74,74,76,74,82,81,81,81
63.2,20.6,1,Leicester,Arsenal,0.0,0.0,8.0,13.0,1.0,4.0,2.0,1.0,2.0,0.0,0.0,2016,2.8525,3.5,2.4875,1,0.0,79,78,76,78,81,83,82,83
63.2,20.6,1,Stoke,Man City,0.0,2.0,8.0,12.0,3.0,6.0,7.0,3.0,4.0,0.0,0.0,2016,5.2875,3.75,1.7149999999999999,0,0.0,77,78,77,78,83,85,81,83
63.2,20.6,1,Swansea,Hull,0.0,0.0,13.0,12.0,3.0,4.0,8.0,0.0,0.0,0.0,0.0,2016,1.795,3.5,5.075,0,0.0,78,76,75,77,76,74,75,75
63.2,20.6,1,Tottenham,Crystal Palace,0.0,0.0,20.0,10.0,5.0,2.0,10.0,3.0,3.0,0.0,0.0,2016,1.46,4.4,8.0625,2,0.0,85,81,81,81,80,77,76,77
63.2,20.6,1,Watford,Chelsea,0.0,0.0,6.0,13.0,2.0,4.0,0.0,4.0,3.0,0.0,0.0,2016,5.5625,3.6375,1.7149999999999999,0,0.0,78,78,76,77,86,84,81,83
63.2,20.6,1,West Brom,Everton,1.0,1.0,11.0,13.0,4.0,7.0,7.0,3.0,1.0,0.0,0.0,2016,2.9450000000000003,3.1875,2.58,0,0.0,81,76,74,75,85,78,79,80
64.4,18.7,1,Sunderland,Middlesbrough,0.0,2.0,18.0,8.0,5.0,3.0,8.0,1.0,1.0,0.0,0.0,2016,2.5700000000000003,3.1574999999999998,3.0124999999999997,0,0.0,81,76,73,76,76,74,74,75
64.4,18.7,1,West Ham,Bournemouth,0.0,0.0,15.0,8.0,2.0,5.0,1.0,3.0,1.0,0.0,1.0,2016,1.93,3.575,4.0825,2,0.0,79,77,77,78,74,75,74,74
70.1,13.7,0,Chelsea,Burnley,2.0,0.0,22.0,6.0,10.0,0.0,9.0,2.0,2.0,0.0,0.0,2016,1.26,5.625,13.5,2,2.0,86,84,81,83,74,74,76,74
70.1,13.7,0,Crystal Palace,Bournemouth,0.0,1.0,24.0,10.0,5.0,3.0,10.0,2.0,1.0,0.0,0.0,2016,2.3525,3.2250000000000005,3.25,1,0.0,80,77,76,77,74,75,74,74
70.1,13.7,0,Everton,Stoke,0.0,0.0,21.0,8.0,9.0,1.0,9.0,2.0,1.0,0.0,0.0,2016,1.7325,3.6875,5.125,2,0.0,85,78,79,80,77,78,77,78
70.1,13.7,0,Hull,Man United,0.0,0.0,8.0,29.0,2.0,9.0,1.0,2.0,3.0,0.0,0.0,2016,7.625,4.275,1.46,0,0.0,76,74,75,75,84,84,82,83
70.1,13.7,0,Leicester,Swansea,1.0,0.0,13.0,9.0,6.0,3.0,4.0,2.0,2.0,0.0,0.0,2016,1.7275,3.675,5.1875,2,1.0,79,78,76,78,78,76,75,77
70.1,13.7,0,Southampton,Sunderland,0.0,0.0,16.0,5.0,7.0,2.0,5.0,2.0,2.0,0.0,0.0,2016,1.6025,3.775,6.25,1,0.0,78,76,77,78,81,76,73,76
70.1,13.7,0,Tottenham,Liverpool,0.0,1.0,11.0,13.0,4.0,3.0,5.0,3.0,5.0,0.0,0.0,2016,2.3899999999999997,3.45,2.975,1,0.0,85,81,81,81,82,81,81,81
70.1,13.7,0,Watford,Arsenal,0.0,3.0,14.0,10.0,6.0,7.0,3.0,6.0,1.0,0.0,0.0,2016,4.9625,3.7875,1.7275,0,0.0,78,78,76,77,81,83,82,83
66.8,13.4,1,Man City,West Ham,2.0,0.0,22.0,9.0,5.0,2.0,5.0,1.0,3.0,0.0,0.0,2016,1.2825,5.875,10.375,2,2.0,83,85,81,83,79,77,77,78
66.8,13.4,1,West Brom,Middlesbrough,0.0,0.0,13.0,7.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,2016,2.5824999999999996,3.025,3.05,1,0.0,81,76,74,75,76,74,74,75
65.4,14.4,1,Arsenal,Southampton,1.0,1.0,17.0,11.0,2.0,5.0,6.0,2.0,5.0,0.0,0.0,2016,1.5775000000000001,4.0575,6.375,2,0.0,81,83,82,83,78,76,77,78
65.4,14.4,1,Bournemouth,West Brom,0.0,0.0,12.0,12.0,5.0,2.0,10.0,1.0,3.0,0.0,0.0,2016,2.05,3.2,4.165,2,0.0,74,75,74,74,81,76,74,75
65.4,14.4,1,Burnley,Hull,0.0,0.0,13.0,11.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,2016,2.3874999999999997,3.125,3.3249999999999997,1,0.0,74,74,76,74,76,74,75,75
65.4,14.4,1,Liverpool,Leicester,2.0,1.0,17.0,12.0,11.0,3.0,1.0,1.0,2.0,0.0,0.0,2016,1.685,3.9625,5.5,2,1.0,82,81,81,81,79,78,76,78
65.4,14.4,1,Man United,Man City,1.0,2.0,14.0,18.0,3.0,6.0,4.0,4.0,2.0,0.0,0.0,2016,2.34,3.2625,3.4250000000000003,0,0.0,84,84,82,83,83,85,81,83
65.4,14.4,1,Middlesbrough,Crystal Palace,1.0,1.0,12.0,12.0,4.0,4.0,6.0,1.0,2.0,0.0,0.0,2016,2.295,3.1574999999999998,3.5,0,0.0,76,74,74,75,80,77,76,77
65.4,14.4,1,Stoke,Tottenham,0.0,1.0,15.0,20.0,2.0,8.0,10.0,3.0,2.0,0.0,0.0,2016,4.6875,3.5375,1.8425,0,0.0,77,78,77,78,85,81,81,81
65.4,14.4,1,West Ham,Watford,2.0,2.0,19.0,13.0,4.0,8.0,4.0,2.0,2.0,0.0,0.0,2016,1.895,3.45,4.5,0,0.0,79,77,77,78,78,78,76,77
60.3,10.3,1,Swansea,Chelsea,0.0,1.0,6.0,28.0,2.0,7.0,1.0,3.0,4.0,0.0,0.0,2016,5.8125,3.9,1.6475,1,0.0,78,76,75,77,86,84,81,83
66.5,11.2,0,Sunderland,Everton,0.0,0.0,11.0,20.0,2.0,9.0,5.0,1.0,1.0,0.0,0.0,2016,3.7625,3.4,2.1125000000000003,0,0.0,81,76,73,76,85,78,79,80
62.9,11.0,1,Chelsea,Liverpool,0.0,2.0,12.0,13.0,4.0,5.0,6.0,1.0,1.0,0.0,0.0,2016,2.275,3.475,3.3499999999999996,0,0.0,86,84,81,83,82,81,81,81
59.0,12.5,0,Everton,Middlesbrough,3.0,1.0,11.0,7.0,6.0,0.0,6.0,2.0,1.0,0.0,0.0,2016,1.6675,3.7,5.875,2,2.0,85,78,79,80,76,74,74,75
59.0,12.5,0,Hull,Arsenal,0.0,1.0,6.0,24.0,2.0,9.0,2.0,0.0,2.0,1.0,0.0,2016,6.125,3.9749999999999996,1.5975000000000001,0,0.0,76,74,75,75,81,83,82,83
59.0,12.5,0,Leicester,Burnley,1.0,0.0,14.0,7.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,2016,1.495,4.195,7.75,2,1.0,79,78,76,78,74,74,76,74
