temp,windspeed,rain,HomeTeam,AwayTeam,HTHG,HTAG,HS,AS,HST,AST,HC,HY,AY,HR,AR,League Year,ExpectedBetHomeWin,ExpectedBetDraw,ExpectedBetAwayWin,FinalResult,Goal_Difference,Home_Attack,Home_Midfield,Home_Defence,Home_Overall,Away_Attack,Away_Midfield,Away_Defence,Away_Overall
55.6,8.2,0,Crystal Palace,Huddersfield,0.0,0.0,19.0,15.0,5.0,5.0,5.0,0.0,0.0,0.0,0.0,2018,1.4425000000000001,4.345000000000001,8.625,2,0.0,79,77,76,77,72,73,75,74
55.6,8.2,0,Fulham,Man City,0.0,2.0,5.0,24.0,0.0,7.0,0.0,2.0,0.0,0.0,0.0,2018,20.5,9.8125,1.1275,0,0.0,78,76,73,75,86,88,82,85
55.6,8.2,0,Leicester,Bournemouth,1.0,0.0,18.0,8.0,4.0,2.0,6.0,0.0,2.0,0.0,0.0,2018,1.8250000000000002,3.7750000000000004,4.4399999999999995,2,1.0,78,76,79,78,79,76,77,77
55.6,8.2,0,Man United,Watford,1.0,0.0,8.0,20.0,5.0,8.0,3.0,1.0,2.0,0.0,0.0,2018,1.4324999999999999,4.75,7.75,2,1.0,83,83,80,82,78,78,77,77
55.6,8.2,0,West Ham,Everton,0.0,2.0,3.0,17.0,1.0,9.0,4.0,1.0,1.0,0.0,0.0,2018,2.525,3.425,2.85,0,0.0,80,78,77,79,77,80,79,79
49.9,15.2,0,Cardiff,Chelsea,0.0,0.0,8.0,21.0,3.0,3.0,2.0,2.0,3.0,0.0,0.0,2018,8.25,4.4575,1.44,0,0.0,73,73,72,73,85,83,82,83
49.9,15.2,0,Liverpool,Tottenham,1.0,0.0,14.0,11.0,3.0,2.0,10.0,0.0,1.0,0.0,0.0,2018,1.6025,4.125,5.825,2,1.0,86,82,82,83,86,82,83,83
47.9,10.9,0,Arsenal,Newcastle,1.0,0.0,7.0,3.0,4.0,1.0,6.0,2.0,0.0,0.0,0.0,2018,1.37,5.0625,8.75,2,1.0,82,83,80,82,76,77,76,77
43.4,12.5,1,Watford,Fulham,1.0,1.0,15.0,17.0,7.0,7.0,6.0,3.0,2.0,0.0,0.0,2018,1.73,3.8875,4.8875,2,0.0,78,78,77,77,78,76,73,75
43.4,12.5,1,Wolves,Man United,1.0,1.0,9.0,18.0,2.0,4.0,3.0,1.0,2.0,0.0,1.0,2018,4.05,3.55,1.965,2,0.0,75,80,76,77,83,83,80,82
42.0,10.6,1,Chelsea,Brighton,1.0,0.0,17.0,3.0,4.0,1.0,7.0,0.0,0.0,0.0,0.0,2018,1.2625,5.95,13.625,2,1.0,85,83,82,83,76,77,76,76
42.0,10.6,1,Man City,Cardiff,2.0,0.0,27.0,4.0,11.0,1.0,7.0,0.0,3.0,0.0,0.0,2018,1.0575,14.5,41.75,2,2.0,86,88,82,85,73,73,72,73
42.0,10.6,1,Tottenham,Crystal Palace,0.0,0.0,26.0,5.0,10.0,1.0,8.0,1.0,0.0,0.0,0.0,2018,1.4525000000000001,4.7375,7.3125,2,0.0,86,82,83,83,79,77,76,77
49.9,15.2,0,Southampton,Liverpool,1.0,1.0,11.0,17.0,1.0,5.0,7.0,2.0,4.0,0.0,0.0,2018,8.875,4.8875,1.3800000000000001,0,0.0,73,77,74,76,86,82,82,83
48.2,11.4,0,Bournemouth,Burnley,1.0,2.0,10.0,11.0,2.0,3.0,3.0,2.0,3.0,0.0,0.0,2018,2.0875,3.55,3.65,0,0.0,79,76,77,77,77,75,77,77
48.2,11.4,0,Huddersfield,Leicester,0.0,1.0,10.0,18.0,4.0,9.0,8.0,3.0,0.0,0.0,0.0,2018,5.1625,3.8125,1.7175,0,0.0,72,73,75,74,78,76,79,78
48.2,11.4,0,Newcastle,Crystal Palace,0.0,0.0,18.0,3.0,5.0,1.0,9.0,1.0,2.0,0.0,0.0,2018,2.55,3.2125000000000004,3.025,0,0.0,76,77,76,77,79,77,76,77
48.7,8.4,1,Everton,Arsenal,1.0,0.0,23.0,7.0,6.0,2.0,9.0,1.0,4.0,0.0,0.0,2018,3.05,3.6125,2.3075,2,1.0,77,80,79,79,82,83,80,82
50.1,5.4,1,Chelsea,West Ham,1.0,0.0,16.0,9.0,7.0,2.0,7.0,2.0,1.0,0.0,0.0,2018,1.3175,5.5,9.875,2,1.0,85,83,82,83,80,78,77,79
44.5,10.3,0,Leicester,Newcastle,0.0,1.0,12.0,11.0,5.0,5.0,2.0,2.0,3.0,0.0,0.0,2018,1.6475,3.8875,5.825,0,0.0,78,76,79,78,76,77,76,77
42.7,11.3,1,Brighton,Bournemouth,0.0,1.0,8.0,14.0,1.0,7.0,4.0,2.0,4.0,1.0,0.0,2018,2.275,3.3249999999999997,3.375,0,0.0,76,77,76,76,79,76,77,77
42.7,11.3,1,Burnley,Cardiff,1.0,0.0,14.0,14.0,7.0,2.0,8.0,2.0,3.0,0.0,0.0,2018,1.9049999999999998,3.525,4.395,2,1.0,77,75,77,77,73,73,72,73
42.7,11.3,1,Fulham,Everton,0.0,0.0,12.0,8.0,5.0,1.0,7.0,2.0,1.0,0.0,0.0,2018,4.7875,3.95,1.745,2,0.0,78,76,73,75,77,80,79,79
42.7,11.3,1,Man United,West Ham,1.0,0.0,14.0,18.0,4.0,4.0,3.0,1.0,1.0,0.0,0.0,2018,1.4,5.0625,7.875,2,1.0,83,83,80,82,80,78,77,79
42.7,11.3,1,Southampton,Wolves,2.0,1.0,13.0,17.0,6.0,2.0,4.0,1.0,3.0,0.0,0.0,2018,2.625,3.175,2.9250000000000003,2,1.0,73,77,74,76,75,80,76,77
42.7,11.3,1,Tottenham,Huddersfield,2.0,0.0,22.0,7.0,5.0,1.0,4.0,2.0,2.0,0.0,0.0,2018,1.21,6.875,15.5,2,2.0,86,82,83,83,72,73,75,74
43.0,13.4,0,Crystal Palace,Man City,0.0,1.0,7.0,20.0,3.0,6.0,2.0,0.0,0.0,0.0,0.0,2018,10.875,5.625,1.3,0,0.0,79,77,76,77,86,88,82,85
43.0,13.4,0,Liverpool,Chelsea,0.0,0.0,15.0,6.0,7.0,3.0,9.0,0.0,1.0,0.0,0.0,2018,1.6524999999999999,4.074999999999999,5.25,2,0.0,86,82,82,83,85,83,82,83
48.7,17.0,0,Watford,Arsenal,0.0,1.0,11.0,19.0,3.0,6.0,6.0,2.0,0.0,1.0,0.0,2018,3.1625,3.7,2.2125000000000004,0,0.0,78,78,77,77,82,83,80,82
53.2,9.9,1,Brighton,Cardiff,0.0,1.0,14.0,10.0,2.0,3.0,5.0,0.0,1.0,0.0,0.0,2018,2.0125,3.25,4.390000000000001,0,0.0,76,77,76,76,73,73,72,73
62.4,8.7,0,Bournemouth,Fulham,0.0,0.0,15.0,17.0,5.0,5.0,3.0,1.0,3.0,0.0,0.0,2018,1.6475,4.295,5.1125,0,0.0,79,76,77,77,78,76,73,75
62.4,8.7,0,Huddersfield,Watford,0.0,1.0,13.0,11.0,3.0,6.0,2.0,2.0,2.0,0.0,0.0,2018,4.45,3.7625,1.8325,0,0.0,72,73,75,74,78,78,77,77
62.4,8.7,0,Man City,Tottenham,1.0,0.0,15.0,10.0,4.0,4.0,4.0,1.0,2.0,0.0,0.0,2018,1.2850000000000001,6.0625,11.0,2,1.0,86,88,82,85,86,82,83,83
62.4,8.7,0,Newcastle,Southampton,2.0,0.0,15.0,15.0,6.0,3.0,4.0,0.0,2.0,0.0,0.0,2018,2.5,3.1325000000000003,3.125,2,2.0,76,77,76,77,73,77,74,76
62.4,8.7,0,West Ham,Leicester,1.0,0.0,11.0,11.0,3.0,5.0,6.0,2.0,0.0,0.0,0.0,2018,3.175,3.45,2.3,1,1.0,80,78,77,79,78,76,79,78
62.4,8.7,0,Wolves,Brighton,0.0,0.0,22.0,5.0,5.0,0.0,14.0,0.0,1.0,0.0,0.0,2018,1.755,3.475,5.6875,1,0.0,75,80,76,77,76,77,76,76
61.0,11.1,0,Arsenal,Crystal Palace,0.0,1.0,12.0,16.0,5.0,7.0,8.0,4.0,1.0,0.0,0.0,2018,1.5275,4.4575,6.3125,0,0.0,82,83,80,82,79,77,76,77
61.0,11.1,0,Cardiff,Liverpool,0.0,0.0,7.0,17.0,2.0,6.0,5.0,1.0,1.0,0.0,0.0,2018,16.375,6.9375,1.2,0,0.0,73,73,72,73,86,82,82,83
61.0,11.1,0,Everton,Man United,2.0,0.0,15.0,7.0,8.0,1.0,10.0,1.0,1.0,0.0,0.0,2018,3.2375,3.4250000000000003,2.275,2,2.0,77,80,79,79,83,83,80,82
61.6,12.8,0,Chelsea,Burnley,2.0,2.0,22.0,6.0,9.0,3.0,10.0,2.0,1.0,0.0,0.0,2018,1.2525,6.075,13.0,1,0.0,85,83,82,83,77,75,77,77
60.6,10.7,0,Tottenham,Brighton,0.0,0.0,29.0,6.0,5.0,1.0,6.0,1.0,2.0,0.0,0.0,2018,1.2875,5.6875,12.125,2,0.0,86,82,83,83,76,77,76,76
60.6,10.7,0,Watford,Southampton,0.0,1.0,15.0,8.0,4.0,4.0,3.0,5.0,2.0,0.0,0.0,2018,2.2375,3.45,3.35,1,0.0,78,78,77,77,73,77,74,76
57.4,17.2,1,Man United,Man City,0.0,0.0,12.0,8.0,1.0,5.0,1.0,2.0,2.0,0.0,0.0,2018,7.125,4.8125,1.455,0,0.0,83,83,80,82,86,88,82,85
57.4,17.2,1,Wolves,Arsenal,3.0,0.0,11.0,11.0,3.0,1.0,5.0,2.0,3.0,0.0,0.0,2018,2.9074999999999998,3.4250000000000003,2.5,2,3.0,75,80,76,77,82,83,80,82
53.0,17.1,0,Liverpool,Huddersfield,3.0,0.0,21.0,5.0,7.0,1.0,4.0,0.0,0.0,0.0,0.0,2018,1.06,14.25,40.5,2,3.0,86,82,82,83,72,73,75,74
50.3,27.1,1,Brighton,Newcastle,0.0,1.0,9.0,9.0,2.0,1.0,7.0,2.0,3.0,0.0,0.0,2018,2.275,3.1500000000000004,3.55,1,0.0,76,77,76,76,76,77,76,77
50.3,27.1,1,Crystal Palace,Everton,0.0,0.0,8.0,22.0,0.0,3.0,5.0,2.0,0.0,0.0,0.0,2018,2.5875,3.4,2.8075,1,0.0,79,77,76,77,77,80,79,79
50.3,27.1,1,Fulham,Cardiff,0.0,0.0,8.0,13.0,2.0,8.0,10.0,0.0,0.0,0.0,0.0,2018,2.3625,3.5749999999999997,3.0124999999999997,2,0.0,78,76,73,75,73,73,72,73
50.3,27.1,1,Southampton,Bournemouth,1.0,2.0,22.0,9.0,7.0,5.0,9.0,2.0,1.0,0.0,0.0,2018,1.8875000000000002,3.75,4.175,1,0.0,73,77,74,76,79,76,77,77
50.3,27.1,1,Tottenham,West Ham,0.0,0.0,14.0,16.0,4.0,7.0,2.0,0.0,2.0,0.0,0.0,2018,1.4225,5.025,7.375,0,0.0,86,82,83,83,80,78,77,79
50.3,27.1,1,Watford,Wolves,0.0,1.0,10.0,11.0,1.0,4.0,4.0,3.0,2.0,0.0,0.0,2018,2.6174999999999997,3.2375,2.875,0,0.0,78,78,77,77,75,80,76,77
51.5,14.5,1,Burnley,Man City,0.0,0.0,2.0,25.0,0.0,7.0,0.0,1.0,1.0,0.0,0.0,2018,21.375,8.625,1.1375,0,0.0,77,75,77,77,86,88,82,85
51.5,14.5,1,Leicester,Arsenal,0.0,0.0,24.0,6.0,12.0,1.0,8.0,3.0,1.0,0.0,1.0,2018,2.705,3.6,2.55,2,0.0,78,76,79,78,82,83,80,82
51.5,14.5,1,Man United,Chelsea,1.0,1.0,7.0,16.0,5.0,3.0,6.0,3.0,2.0,0.0,0.0,2018,2.65,3.45,2.7,1,0.0,83,83,80,82,85,83,82,83
50.5,11.3,1,Everton,Burnley,2.0,0.0,20.0,5.0,6.0,1.0,8.0,0.0,2.0,0.0,0.0,2018,1.67,3.925,5.6875,2,2.0,77,80,79,79,77,75,77,77
46.4,19.4,1,Bournemouth,Tottenham,0.0,0.0,20.0,11.0,6.0,5.0,10.0,1.0,5.0,0.0,2.0,2018,4.075,3.85,1.8775,2,0.0,79,76,77,77,86,82,83,83
46.4,19.4,1,Cardiff,Crystal Palace,1.0,2.0,18.0,21.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,2018,2.575,3.6624999999999996,2.6675,0,0.0,73,73,72,73,79,77,76,77
46.4,19.4,1,Newcastle,Liverpool,1.0,2.0,14.0,11.0,7.0,4.0,2.0,1.0,1.0,0.0,0.0,2018,10.125,5.0625,1.3450000000000002,0,0.0,76,77,76,77,86,82,82,83
46.4,19.4,1,West Ham,Southampton,1.0,0.0,17.0,11.0,6.0,1.0,2.0,1.0,1.0,0.0,0.0,2018,2.3,3.6624999999999996,3.045,2,1.0,80,78,77,79,73,77,74,76
46.4,19.4,1,Wolves,Fulham,0.0,0.0,19.0,6.0,6.0,2.0,7.0,1.0,3.0,0.0,0.0,2018,1.5450000000000002,4.1,6.9375,2,0.0,75,80,76,77,78,76,73,75
47.4,10.2,0,Arsenal,Brighton,1.0,0.0,20.0,11.0,8.0,5.0,16.0,5.0,2.0,0.0,0.0,2018,1.3900000000000001,4.7875,8.8125,1,1.0,82,83,80,82,76,77,76,76
47.4,10.2,0,Chelsea,Watford,0.0,0.0,19.0,15.0,9.0,3.0,6.0,0.0,1.0,0.0,0.0,2018,1.395,4.95,8.375,2,0.0,85,83,82,83,78,78,77,77
47.4,10.2,0,Huddersfield,Man United,0.0,1.0,7.0,23.0,3.0,7.0,3.0,1.0,1.0,0.0,0.0,2018,10.6875,5.5,1.315,1,0.0,72,73,75,74,83,83,80,82
49.8,11.0,0,Man City,Leicester,0.0,0.0,19.0,7.0,5.0,2.0,11.0,3.0,2.0,0.0,0.0,2018,1.145,8.4375,17.25,2,0.0,86,88,82,85,78,76,79,78
52.8,11.8,0,Brighton,Man City,1.0,2.0,6.0,20.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,2018,19.125,8.4375,1.1475,0,0.0,76,77,76,76,86,88,82,85
52.8,11.8,0,Burnley,Arsenal,0.0,0.0,14.0,17.0,5.0,6.0,4.0,5.0,1.0,0.0,0.0,2018,3.1449999999999996,3.7625,2.1875,0,0.0,77,75,77,77,82,83,80,82
52.8,11.8,0,Crystal Palace,Bournemouth,3.0,1.0,17.0,16.0,8.0,8.0,4.0,3.0,0.0,0.0,0.0,2018,1.8575,4.05,3.925,2,2.0,79,77,76,77,79,76,77,77
52.8,11.8,0,Fulham,Newcastle,0.0,2.0,16.0,13.0,2.0,6.0,5.0,1.0,0.0,0.0,0.0,2018,2.5125,3.55,2.795,0,0.0,78,76,73,75,76,77,76,77
52.8,11.8,0,Leicester,Chelsea,0.0,0.0,9.0,14.0,3.0,4.0,4.0,0.0,1.0,0.0,0.0,2018,2.3825,3.6624999999999996,2.8825,1,0.0,78,76,79,78,85,83,82,83
52.8,11.8,0,Liverpool,Wolves,1.0,0.0,13.0,7.0,5.0,2.0,4.0,0.0,2.0,0.0,0.0,2018,1.2975,5.75,10.75,2,1.0,86,82,82,83,75,80,76,77
52.8,11.8,0,Man United,Cardiff,0.0,1.0,26.0,13.0,10.0,4.0,11.0,3.0,3.0,0.0,0.0,2018,1.2675,6.375,10.75,0,0.0,83,83,80,82,73,73,72,73
52.8,11.8,0,Southampton,Huddersfield,1.0,0.0,10.0,10.0,3.0,3.0,4.0,0.0,1.0,0.0,0.0,2018,1.415,4.7625,8.0625,1,1.0,73,77,74,76,72,73,75,74
52.8,11.8,0,Tottenham,Everton,1.0,0.0,11.0,17.0,3.0,9.0,7.0,0.0,2.0,0.0,0.0,2018,2.125,3.5,3.55,1,1.0,86,82,83,83,77,80,79,79
52.8,11.8,0,Watford,West Ham,0.0,2.0,17.0,16.0,8.0,9.0,7.0,1.0,0.0,1.0,0.0,2018,2.2125000000000004,3.725,3.1625,0,0.0,78,78,77,77,80,78,77,79
69.6,23.0,1,Liverpool,Norwich,4.0,0.0,15.0,12.0,7.0,5.0,11.0,0.0,2.0,0.0,0.0,2019,1.135,9.0625,20.375,2,4.0,87,83,85,85,75,74,72,74
66.1,25.7,1,West Ham,Man City,0.0,1.0,5.0,14.0,3.0,9.0,1.0,2.0,2.0,0.0,0.0,2019,12.125,6.1875,1.2425,0,0.0,82,78,73,78,87,86,83,85
66.1,25.7,1,Bournemouth,Sheffield United,0.0,0.0,13.0,8.0,3.0,3.0,3.0,2.0,1.0,0.0,0.0,2019,1.975,3.5749999999999997,3.825,1,0.0,78,76,76,76,73,77,75,75
66.1,25.7,1,Burnley,Southampton,0.0,0.0,10.0,11.0,4.0,3.0,2.0,0.0,0.0,0.0,0.0,2019,2.6675,3.2250000000000005,2.7625,2,0.0,77,76,76,76,76,76,76,76
66.1,25.7,1,Crystal Palace,Everton,0.0,0.0,6.0,10.0,2.0,3.0,6.0,2.0,1.0,0.0,1.0,2019,3.125,3.2625,2.38,1,0.0,73,77,76,77,80,78,79,78
66.1,25.7,1,Watford,Brighton,0.0,1.0,11.0,5.0,3.0,3.0,5.0,0.0,1.0,0.0,0.0,2019,1.925,3.425,4.215,0,0.0,76,78,75,77,75,76,76,76
66.1,25.7,1,Tottenham,Aston Villa,0.0,1.0,31.0,7.0,7.0,4.0,14.0,1.0,0.0,0.0,0.0,2019,1.2975,5.4375,10.5,2,0.0,85,82,82,82,77,75,75,76
65.2,17.9,0,Leicester,Wolves,0.0,0.0,15.0,8.0,1.0,2.0,12.0,0.0,2.0,0.0,0.0,2019,2.225,3.2625,3.4499999999999997,1,0.0,80,79,79,79,79,79,78,78
65.2,17.9,0,Newcastle,Arsenal,0.0,0.0,9.0,8.0,2.0,2.0,5.0,1.0,3.0,0.0,0.0,2019,4.525,3.7875,1.77,0,0.0,75,78,77,77,84,82,78,80
65.2,17.9,0,Man United,Chelsea,1.0,0.0,11.0,18.0,5.0,7.0,3.0,3.0,4.0,0.0,0.0,2019,2.1625,3.3,3.5,2,1.0,83,81,81,81,80,84,81,81
65.8,15.3,1,Arsenal,Burnley,1.0,1.0,16.0,18.0,9.0,5.0,10.0,2.0,1.0,0.0,0.0,2019,1.3125,5.4375,10.125,2,0.0,84,82,78,80,77,76,76,76
65.8,15.3,1,Aston Villa,Bournemouth,0.0,2.0,22.0,12.0,7.0,4.0,10.0,0.0,2.0,0.0,0.0,2019,2.295,3.475,3.125,0,0.0,77,75,75,76,78,76,76,76
65.8,15.3,1,Brighton,West Ham,0.0,0.0,16.0,8.0,4.0,3.0,8.0,0.0,2.0,0.0,0.0,2019,2.525,3.3125,2.9124999999999996,1,0.0,75,76,76,76,82,78,73,78
65.8,15.3,1,Everton,Watford,1.0,0.0,12.0,8.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,2019,1.7125,3.9,4.9375,2,1.0,80,78,79,78,76,78,75,77
65.8,15.3,1,Norwich,Newcastle,1.0,0.0,15.0,10.0,8.0,3.0,7.0,1.0,3.0,0.0,0.0,2019,2.225,3.35,3.375,2,1.0,75,74,72,74,75,78,77,77
65.8,15.3,1,Southampton,Liverpool,0.0,1.0,14.0,15.0,3.0,6.0,5.0,2.0,1.0,0.0,0.0,2019,6.8125,4.725,1.4525,0,0.0,76,76,76,76,87,83,85,85
65.8,15.3,1,Man City,Tottenham,2.0,1.0,30.0,3.0,10.0,2.0,13.0,1.0,0.0,0.0,0.0,2019,1.3550000000000002,5.375,8.3125,1,1.0,87,86,83,85,85,82,82,82
62.9,16.1,1,Sheffield United,Crystal Palace,0.0,0.0,15.0,6.0,3.0,4.0,8.0,3.0,1.0,0.0,0.0,2019,2.57,3.175,2.925,2,0.0,73,77,75,75,73,77,76,77
62.9,16.1,1,Chelsea,Leicester,1.0,0.0,14.0,12.0,5.0,3.0,4.0,1.0,0.0,0.0,0.0,2019,1.7125,3.7375,5.125,1,1.0,80,84,81,81,80,79,79,79
61.7,16.6,1,Wolves,Man United,0.0,1.0,6.0,9.0,2.0,2.0,4.0,2.0,2.0,0.0,0.0,2019,3.3249999999999997,3.2750000000000004,2.2874999999999996,1,0.0,79,79,78,78,83,81,81,81
68.6,7.1,0,Aston Villa,Everton,1.0,0.0,7.0,12.0,3.0,1.0,0.0,2.0,3.0,0.0,0.0,2019,3.175,3.525,2.2375,2,1.0,77,75,75,76,80,78,79,78
71.2,9.2,0,Norwich,Chelsea,2.0,2.0,6.0,23.0,5.0,8.0,1.0,1.0,1.0,0.0,0.0,2019,4.3149999999999995,3.8625,1.8075,0,0.0,75,74,72,74,80,84,81,81
71.2,9.2,0,Brighton,Southampton,0.0,0.0,12.0,12.0,3.0,4.0,8.0,1.0,3.0,1.0,0.0,2019,2.4124999999999996,3.25,3.0999999999999996,0,0.0,75,76,76,76,76,76,76,76
71.2,9.2,0,Man United,Crystal Palace,0.0,1.0,22.0,5.0,3.0,3.0,8.0,2.0,4.0,0.0,0.0,2019,1.3450000000000002,5.1125,9.5,0,0.0,83,81,81,81,73,77,76,77
71.2,9.2,0,Sheffield United,Leicester,0.0,1.0,8.0,10.0,3.0,2.0,7.0,1.0,0.0,0.0,0.0,2019,3.475,3.2375,2.2375,0,0.0,73,77,75,75,80,79,79,79
71.2,9.2,0,Watford,West Ham,1.0,1.0,23.0,16.0,3.0,10.0,8.0,1.0,1.0,0.0,0.0,2019,2.1,3.55,3.5,0,0.0,76,78,75,77,82,78,73,78
71.2,9.2,0,Liverpool,Arsenal,1.0,0.0,25.0,9.0,5.0,3.0,6.0,1.0,1.0,0.0,0.0,2019,1.4875,4.725,6.25,2,1.0,87,83,85,85,84,82,78,80
75.2,7.5,0,Bournemouth,Man City,1.0,2.0,10.0,19.0,7.0,5.0,4.0,1.0,3.0,0.0,0.0,2019,15.125,7.5,1.18,0,0.0,78,76,76,76,87,86,83,85
75.2,7.5,0,Tottenham,Newcastle,0.0,1.0,17.0,8.0,2.0,3.0,6.0,2.0,2.0,0.0,0.0,2019,1.2275,6.375,13.375,0,0.0,85,82,82,82,75,78,77,77
75.2,7.5,0,Wolves,Burnley,0.0,1.0,17.0,13.0,2.0,4.0,4.0,0.0,2.0,0.0,0.0,2019,1.835,3.45,4.725,1,0.0,79,79,78,78,77,76,76,76
63.2,15.8,0,Southampton,Man United,0.0,1.0,10.0,21.0,2.0,8.0,2.0,1.0,2.0,1.0,0.0,2019,3.7625,3.35,2.0875,1,0.0,76,76,76,76,83,81,81,81
63.2,15.8,0,Chelsea,Sheffield United,2.0,0.0,13.0,8.0,5.0,2.0,3.0,0.0,1.0,0.0,0.0,2019,1.3625000000000003,4.8875,9.375,1,2.0,80,84,81,81,73,77,75,75
63.2,15.8,0,Crystal Palace,Aston Villa,0.0,0.0,22.0,10.0,5.0,2.0,13.0,2.0,4.0,0.0,1.0,2019,2.1875,3.3249999999999997,3.475,2,0.0,73,77,76,77,77,75,75,76
63.2,15.8,0,Leicester,Bournemouth,2.0,1.0,13.0,8.0,5.0,2.0,4.0,1.0,3.0,0.0,0.0,2019,1.7075,4.0,4.825,2,1.0,80,79,79,79,78,76,76,76
63.2,15.8,0,Man City,Brighton,2.0,0.0,15.0,6.0,6.0,2.0,8.0,1.0,1.0,0.0,0.0,2019,1.08,11.125,31.25,2,2.0,87,86,83,85,75,76,76,76
63.2,15.8,0,Newcastle,Watford,1.0,1.0,13.0,13.0,5.0,3.0,6.0,2.0,3.0,0.0,0.0,2019,2.58,3.2625,2.8499999999999996,1,0.0,75,78,77,77,76,78,75,77
63.2,15.8,0,West Ham,Norwich,1.0,0.0,18.0,8.0,8.0,3.0,8.0,2.0,1.0,0.0,0.0,2019,1.8775,3.875,3.95,2,1.0,82,78,73,78,75,74,72,74
63.2,15.8,0,Burnley,Liverpool,0.0,2.0,7.0,15.0,2.0,7.0,6.0,0.0,0.0,0.0,0.0,2019,10.0625,5.4375,1.3125,0,0.0,77,76,76,76,87,83,85,85
60.9,12.5,0,Everton,Wolves,2.0,1.0,15.0,8.0,6.0,5.0,7.0,1.0,4.0,0.0,1.0,2019,2.1625,3.2625,3.6125,2,1.0,80,78,79,78,79,79,78,78
60.9,12.5,0,Arsenal,Tottenham,1.0,2.0,26.0,13.0,8.0,9.0,11.0,3.0,5.0,0.0,0.0,2019,2.38,3.625,2.85,1,0.0,84,82,78,80,85,82,82,82
61.5,5.6,0,Liverpool,Newcastle,2.0,1.0,21.0,8.0,9.0,1.0,10.0,0.0,0.0,0.0,0.0,2019,1.1425,8.3125,19.125,2,1.0,87,83,85,85,75,78,77,77
61.5,5.6,0,Brighton,Burnley,0.0,0.0,14.0,7.0,5.0,1.0,3.0,0.0,2.0,0.0,0.0,2019,2.15,3.3249999999999997,3.55,1,0.0,75,76,76,76,77,76,76,76
61.5,5.6,0,Man United,Leicester,1.0,0.0,10.0,9.0,5.0,3.0,3.0,1.0,2.0,0.0,0.0,2019,1.9300000000000002,3.5749999999999997,4.05,2,1.0,83,81,81,81,80,79,79,79
61.5,5.6,0,Sheffield United,Southampton,0.0,0.0,17.0,11.0,4.0,7.0,12.0,1.0,1.0,1.0,0.0,2019,2.45,3.2,3.0575,0,0.0,73,77,75,75,76,76,76,76
61.5,5.6,0,Tottenham,Crystal Palace,4.0,0.0,13.0,11.0,5.0,6.0,4.0,4.0,2.0,0.0,0.0,2019,1.375,5.0125,8.375,2,4.0,85,82,82,82,73,77,76,77
61.5,5.6,0,Wolves,Chelsea,0.0,3.0,11.0,15.0,4.0,6.0,7.0,1.0,2.0,0.0,0.0,2019,2.9625,3.35,2.4375,0,0.0,79,79,78,78,80,84,81,81
61.5,5.6,0,Norwich,Man City,2.0,1.0,7.0,25.0,3.0,8.0,3.0,3.0,1.0,0.0,0.0,2019,15.875,8.75,1.1475,2,1.0,75,74,72,74,87,86,83,85
64.7,7.7,0,Bournemouth,Everton,1.0,1.0,13.0,14.0,6.0,5.0,7.0,0.0,4.0,0.0,0.0,2019,3.0,3.475,2.3625,2,0.0,78,76,76,76,80,78,79,78
64.7,7.7,0,Watford,Arsenal,0.0,2.0,31.0,10.0,7.0,4.0,7.0,3.0,3.0,0.0,0.0,2019,3.65,3.7125000000000004,1.99,1,0.0,76,78,75,77,84,82,78,80
63.6,6.9,1,Aston Villa,West Ham,0.0,0.0,10.0,13.0,5.0,1.0,2.0,2.0,1.0,0.0,1.0,2019,2.6125,3.5,2.6550000000000002,1,0.0,77,75,75,76,82,78,73,78
60.2,13.6,0,Southampton,Bournemouth,0.0,2.0,25.0,6.0,6.0,3.0,4.0,1.0,3.0,0.0,0.0,2019,2.0625,3.625,3.5,0,0.0,76,76,76,76,78,76,76,76
63.8,11.2,0,Leicester,Tottenham,0.0,1.0,16.0,11.0,7.0,4.0,8.0,1.0,2.0,0.0,0.0,2019,2.8800000000000003,3.475,2.4175,2,0.0,80,79,79,79,85,82,82,82
63.8,11.2,0,Burnley,Norwich,2.0,0.0,13.0,11.0,6.0,2.0,7.0,0.0,1.0,0.0,0.0,2019,1.9625000000000001,3.7750000000000004,3.6500000000000004,2,2.0,77,76,76,76,75,74,72,74
63.8,11.2,0,Everton,Sheffield United,0.0,1.0,16.0,2.0,3.0,1.0,12.0,1.0,3.0,0.0,0.0,2019,1.645,3.7625,5.7625,0,0.0,80,78,79,78,73,77,75,75
63.8,11.2,0,Man City,Watford,5.0,0.0,28.0,5.0,11.0,4.0,5.0,2.0,2.0,0.0,0.0,2019,1.1025,10.875,20.625,2,5.0,87,86,83,85,76,78,75,77
63.8,11.2,0,Newcastle,Brighton,0.0,0.0,11.0,16.0,4.0,3.0,5.0,2.0,1.0,0.0,0.0,2019,2.475,3.1825,3.0324999999999998,1,0.0,75,78,77,77,75,76,76,76
64.8,12.4,1,Crystal Palace,Wolves,0.0,0.0,13.0,14.0,4.0,4.0,6.0,2.0,1.0,0.0,1.0,2019,2.6475,3.0824999999999996,2.9,1,0.0,73,77,76,77,79,79,78,78
