datetime,temp,precip,windspeed
2021-12-20,44.5,0,8.3
2021-12-21,41.4,0,6.1
2021-12-22,37.7,0,7.6
2021-12-23,47.1,0,11.7
2021-12-24,47.8,0.562,7.5
2021-12-25,45.3,0.122,13.3
2021-12-26,45.4,0.511,11
2021-12-27,49.3,0.095,13.6
2021-12-28,50.9,0.04,22.3
2021-12-29,52.5,0.056,21.7
2021-12-30,57.8,0,17.2
2021-12-31,57,0.048,17.3
2022-01-01,56.9,0.001,15.8
2022-01-02,53.2,0.055,18
2022-01-03,50,0,16.4
2022-01-04,42.4,0.173,13.9
2022-01-05,38.2,0,13.6
2022-01-06,37.5,0.047,16.8
2022-01-07,40,0.016,19.1
2022-01-08,43.6,0.276,17.8
2022-01-09,40.3,0,13.1
2022-01-10,42.8,0.008,7.3
2022-01-11,49.1,0.056,9.8
2022-01-12,41.8,0,4.7
2022-01-13,38.7,0.008,4.1
2022-01-14,38.4,0,2.9
2022-01-15,39.5,0.008,5.7
2022-01-16,43.6,0,7.5
2022-01-17,39,0,6.9
2022-01-18,37.6,0.008,5.3
2022-01-19,44.1,0,13.2
2022-01-20,39.8,0,11.5
2022-01-21,37.1,0,8.8
2022-01-22,41.5,0,7.9
2022-01-23,43.3,0,4.6
2022-01-24,40.4,0,5.5
2022-01-25,37.2,0,6.2
2022-01-26,41.9,0,10.8
2022-01-27,47.1,0,14.2
2022-01-28,43,0.008,13.6
2022-01-29,51.7,0,23.6
2022-01-30,42.2,0,17.1
2022-01-31,45.2,0,22.1
2022-02-01,50.8,0,18.6
2022-02-02,50.4,0,17.3
2022-02-03,48.6,0,13.4
2022-02-04,45.4,0.18,18.3
2022-02-05,44.6,0,20.4
2022-02-06,49.4,0.096,25.5
2022-02-07,45.2,0,15
2022-02-08,52.3,0,16.1
2022-02-09,51,0.039,12.2
2022-02-10,44.5,0.04,13.2
2022-02-11,41,0,8.4
2022-02-12,43.1,0,20.4
2022-02-13,47.4,0.392,19.5
2022-02-14,46,0.166,17.6
2022-02-15,45.4,0.268,19.2
2022-02-16,55.1,0.095,30.3
2022-02-17,49.7,0.062,27.5
2022-02-18,47.7,0.016,39.5
2022-02-19,43.3,0.18,23.7
2022-02-20,50.8,0.156,28.9
2022-02-21,46.7,0.009,31.8
2022-02-22,49.1,0.016,21.7
2022-02-23,45.3,0,16.4
2022-02-24,44.3,0.212,23.4
2022-02-25,43.9,0,18.9
2022-02-26,43,0.008,15.8
2022-02-27,44.3,0,12.8
2022-02-28,49.3,0.093,13.4
2022-03-01,47.4,0.354,11.3
2022-03-02,45.2,0.291,10
2022-03-03,49,0.008,10.2
2022-03-04,46.8,0.016,9.2
2022-03-05,43.6,0.016,15.5
2022-03-06,42.3,0,14.7
2022-03-07,41.6,0.008,15.8
2022-03-08,44.1,0,13.6
2022-03-09,51,0,15.7
2022-03-10,54.1,0,12.3
2022-03-11,51.2,0.219,15.9
2022-03-12,50.4,0.016,17.7
2022-03-13,49.6,0.016,13.9
2022-03-14,47.4,0.024,11
2022-03-15,51.2,0,8.8
2022-03-16,49.7,0.322,13.5
2022-03-17,47.4,0.001,14.7
2022-03-18,50.2,0,13.5
2022-03-19,50.6,0,19.4
2022-03-20,47,0,12.2
2022-03-21,48.8,0,8.2
2022-03-22,56.7,0,11
2022-03-23,55.1,0,8.2
2022-03-24,53.5,0.008,4.7
2022-03-25,53.4,0,11.3
2022-03-26,53.9,0,13.2
2022-03-27,48.7,0,8.8
2022-03-28,49.3,0,7.5
2022-03-29,48.9,0,10.5
2022-03-30,46.8,0.031,13.7
2022-03-31,40.1,0.008,18.2
2022-04-01,40.5,0,17.7
2022-04-02,40.7,0,12.8
2022-04-03,42.1,0,9.8
2022-04-04,49.3,0.181,16.2
2022-04-05,54.5,0,18.7
2022-04-06,51.8,0.36,21.2
2022-04-07,50.3,0.157,31.9
2022-04-08,45.4,0,12.4
2022-04-09,46.2,0,13.5
2022-04-10,48.2,0,9.9
2022-04-11,53,0,18.9
2022-04-12,57.2,0,13.1
2022-04-13,57.4,0,12.7
2022-04-14,57.6,0,7.7
2022-04-15,59.6,0,8.9
2022-04-16,56,0,10.9
2022-04-17,56.6,0,12
2022-04-18,55.1,0,8.6
2022-04-19,55.1,0,9.9
2022-04-20,54.7,0,15
2022-04-21,55.4,0,15.8
2022-04-22,54.2,0,17.7
2022-04-23,55.9,0,19.7
2022-04-24,55.8,0,13.5
2022-04-25,50.7,0.031,9.9
2022-04-26,51.6,0,10.9
2022-04-27,49.4,0,10.4
2022-04-28,51,0,9.3
2022-04-29,48.9,0,9.7
2022-04-30,53.1,0,7.8
2022-05-01,54.3,0,8.8
2022-05-02,55.1,0,4.7
2022-05-03,54.7,0,7
2022-05-04,56,0.094,10.7
2022-05-05,57.3,0,9.3
2022-05-06,60.9,0,14.3
2022-05-07,59.3,0.031,9.9
2022-05-08,56.9,0,9.6
2022-05-09,60.1,0,16.1
2022-05-10,62,0,15.9
2022-05-11,56.7,0.204,17.1
2022-05-12,56.1,0,16.3
2022-05-13,59.2,0,16.9
2022-05-14,60.8,0,8.1
2022-05-15,60.6,0.102,12
2022-05-16,62.1,0.024,18
2022-05-17,66.7,0,15.5
2022-05-18,64.7,0,11.8
2022-05-19,63.8,0.103,12.2
2022-05-20,58.3,0.181,15.6
2022-05-21,59.4,0,11.8
2022-05-22,62.8,0,11.4
2022-05-23,59.7,0.008,11.3
2022-05-24,55.2,0.306,11.1
2022-05-25,57.3,0.008,19.3
2022-05-26,60,0,18.2
2022-05-27,61.7,0,13.4
2022-05-28,57.5,0,11.1
2022-05-29,54.5,0,11.1
2022-05-30,52.1,0.087,13.9
2022-05-31,52.9,0.338,9.4
2022-06-01,55.2,0.008,7.1
2022-06-02,59.6,0,10.4
2022-06-03,62.9,0,12.8
2022-06-04,60.6,0,15.5
2022-06-05,56.1,0.314,11.3
2022-06-06,58,0.088,9.7
2022-06-07,61.9,0,11.5
2022-06-08,64.2,0.055,20.7
2022-06-09,61.6,0,13.9
2022-06-10,65.5,0.008,17.9
2022-06-11,63.7,0,16.9
2022-06-12,62.9,0,15.1
2022-06-13,61.6,0,8.1
2022-06-14,65.4,0,8
2022-06-15,68.3,0,9
2022-06-16,71.5,0,11.6
2022-06-17,76.7,0,19.5
2022-06-18,66.7,0,13.4
2022-06-19,59.2,0.024,13
2022-06-20,62.7,0,12.2
2022-06-21,65.3,0,7.4
2022-06-22,68.3,0,10.9
2022-06-23,66.9,0.016,11
2022-06-24,64.4,0.006,14.9
2022-06-25,62.5,0,17.6
2022-06-26,62.9,0,17.7
2022-06-27,61,0.14,17.9
2022-06-28,62.1,0,16.4
2022-06-29,63.3,0.039,15.6
2022-06-30,60.7,0.203,13.6
2022-07-01,60.9,0,16.1
2022-07-02,63.3,0,16.4
2022-07-03,63.7,0,11.7
2022-07-04,64.5,0,12.3
2022-07-05,64.5,0,10.4
2022-07-06,66.9,0,13.5
2022-07-07,67.4,0,12.5
2022-07-08,72.1,0,8.1
2022-07-09,70.7,0,9.3
2022-07-10,72.2,0,8.7
2022-07-11,75.7,0,10.8
2022-07-12,77.6,0,12.3
2022-07-13,76,0,7.9
2022-07-14,69,0,12
2022-07-15,69.2,0,11.7
2022-07-16,71.2,0,10.3
2022-07-17,74.5,0,10.7
2022-07-18,81.9,0,10.7
2022-07-19,86.5,0.008,16.3
2022-07-20,72.9,0,14.2
2022-07-21,68.9,0.001,10
2022-07-22,67.1,0,10.9
2022-07-23,69.8,0,15.3
2022-07-24,72.5,0,19.4
2022-07-25,69.2,0,16.1
2022-07-26,64.8,0,8.6
2022-07-27,65,0,9
2022-07-28,67,0,11.1
2022-07-29,69.8,0,8.4
2022-07-30,71.3,0,13.2
2022-07-31,72.5,0,16.5
2022-08-01,71.6,0,11
2022-08-02,72.3,0,14.3
2022-08-03,72,0,14.5
2022-08-04,69.8,0,9.7
2022-08-05,66.5,0,11.6
2022-08-06,66.3,0,7
2022-08-07,69.3,0,7.7
2022-08-08,72.1,0,11.6
2022-08-09,71.1,0,11.4
2022-08-10,73,0,13.9
2022-08-11,76.2,0,11.7
2022-08-12,78.1,0,12.1
2022-08-13,78.9,0,10
2022-08-14,78.8,0,9.3
2022-08-15,74.8,0.016,11.8
2022-08-16,68.5,0.135,8.5
2022-08-17,67.4,0.941,11.5
2022-08-18,71,0,12.3
2022-08-19,70,0,14.1
2022-08-20,66.4,0,14.9
2022-08-21,66.7,0,9.6
2022-08-22,66,0,10.2
2022-08-23,70.4,0.017,12.7
2022-08-24,74.3,0,11.9
2022-08-25,67.2,1.638,11.2
2022-08-26,66.5,0.016,5.4
2022-08-27,67.6,0,9.3
2022-08-28,66.7,0,11.8
2022-08-29,65.7,0,11.8
2022-08-30,66.3,0,12.5
2022-08-31,66.2,0,14.9
2022-09-01,67.1,0,12.8
2022-09-02,68,0.111,7
2022-09-03,67.6,0.001,12.3
2022-09-04,68.2,0,12.1
2022-09-05,68,0.055,13.6
2022-09-06,65.7,0.349,13.9
2022-09-07,64.5,0.408,13.5
2022-09-08,61,0.213,12.8
2022-09-09,61.9,0.127,13.5
2022-09-10,62.5,0.008,7.4
2022-09-11,64.8,0,11
2022-09-12,69,0,9.4
2022-09-13,64.6,0.174,9.4
2022-09-14,63.6,0.031,8.7
2022-09-15,60.9,0,9.7
2022-09-16,57.5,0,13.2
2022-09-17,55.1,0,12.8
2022-09-18,57.2,0,12.6
2022-09-19,58.7,0,5.8
2022-09-20,59.5,0,6.6
2022-09-21,61.9,0,7.8
2022-09-22,60.6,0,11.1
2022-09-23,61.3,0.031,8.3
2022-09-24,58,0,11.6
2022-09-25,55.8,0,10.1
2022-09-26,55.3,0.078,15.1
2022-09-27,52,0.062,13.3
2022-09-28,50,0,10.3
2022-09-29,51.4,0,6.2
2022-09-30,54.1,0.354,18.1
2022-10-01,60.1,0.008,16.4
2022-10-02,59.1,0,9.5
2022-10-03,55.5,0,9.5
2022-10-04,61.3,0,13.2
2022-10-05,61.4,0.039,21.5
2022-10-06,56.1,0,15.4
2022-10-07,58.7,0.111,18
2022-10-08,52.9,0.008,9.4
2022-10-09,53.5,0,12
2022-10-10,55.2,0.29,11.6
2022-10-11,50.3,0,4.3
2022-10-12,53.7,0,10.7
2022-10-13,57.4,0.212,6.5
2022-10-14,55.7,0.008,9.6
2022-10-15,55,0.016,17.7
2022-10-16,57.4,0.009,12.4
2022-10-17,61.4,0.142,13.4
2022-10-18,54.8,0,8.2
2022-10-19,58.3,0,16.4
2022-10-20,59.1,0.237,8.9
2022-10-21,59.2,0.057,15.6
2022-10-22,59.6,0.204,12.3
2022-10-23,59.7,0.852,13.2
2022-10-24,58.3,0.197,19.4
2022-10-25,57.9,0.016,9.5
2022-10-26,62.3,0.001,20.7
2022-10-27,62.5,0.008,12.8
2022-10-28,61.5,0,15.1
2022-10-29,62,0.078,10
2022-10-30,58.8,0.102,14.9
2022-10-31,58.3,0.088,15.8
2022-11-01,55.3,0.144,26.9
2022-11-02,54.3,0.211,20.2
2022-11-03,51.5,0.696,10.2
2022-11-04,49.2,0.04,11.4
2022-11-05,50.9,0.088,14.3
2022-11-06,54.9,0.912,14
2022-11-07,56.4,0.102,20.2
2022-11-08,55.8,0.277,19.7
2022-11-09,53.4,0.056,15.9
2022-11-10,55.9,0,16.1
2022-11-11,58.3,0,13.7
2022-11-12,55,0,9.7
2022-11-13,53.5,0,7
2022-11-14,52.1,0.008,8.5
2022-11-15,52.6,0.261,16.2
2022-11-16,50.4,0.478,14.4
2022-11-17,50.5,0.244,19.7
2022-11-18,50,0.016,14.4
2022-11-19,48.2,0,8.5
2022-11-20,46.8,0.339,15.6
2022-11-21,44.6,0.073,22.5
2022-11-22,44.6,0,12.8
2022-11-23,48.2,0.071,18.2
2022-11-24,49.7,0.049,18.5
2022-11-25,48.7,0,11.9
2022-11-26,50.7,0,17.9
2022-11-27,53.1,0.206,16.9
2022-11-28,47.1,0.008,7.2
2022-11-29,44.9,0,6.1
2022-11-30,46.6,0,5
2022-12-01,45.1,0,6
2022-12-02,43.2,0.008,11.8
2022-12-03,44,0,12.8
2022-12-04,42,0,12.6
2022-12-05,44.3,0,9
2022-12-06,42,0,7.4
2022-12-07,38.3,0,7.3
2022-12-08,33.3,0,5
2022-12-09,33.8,0,5.3
2022-12-10,31.4,0.008,5.6
2022-12-11,30.8,0,7
2022-12-12,32.8,0.056,6.8
2022-12-13,33,0.023,6.6
2022-12-14,32,0,8.6
2022-12-15,31,0,5.3
2022-12-16,30.5,0,4.3
2022-12-17,32.9,0.008,8.5
2022-12-18,37.5,0.212,13
2022-12-19,54.6,0.142,19.8
2022-12-20,50.1,0.032,18.3
2022-12-21,47.4,0.008,10
2022-12-22,49,0.008,10.7
2022-12-23,50.2,0.629,17.4
2022-12-24,48.7,0.008,11.7
2022-12-25,51,0.032,11.4
2022-12-26,44.9,0.039,17.1
2022-12-27,45,0.111,17.6
2022-12-28,51.6,0.205,21.8
2022-12-29,47.9,0,20.9
2022-12-30,50.6,0.095,20.2
2022-12-31,55.2,0.128,21.5
2023-01-01,51.6,0.057,18
2023-01-02,43.7,0.024,9.6
2023-01-03,48.3,0.078,19.9
2023-01-04,55,0.016,23.9
2023-01-05,53.1,0,16.8
2023-01-06,50.5,0.126,19.6
2023-01-07,51.3,0.125,23
2023-01-08,45.7,0.307,16.5
2023-01-09,44.4,0,18.1
2023-01-10,48.7,0.283,20
2023-01-11,48.7,0.055,19.6
2023-01-12,52.2,0.261,24.5
2023-01-13,47.5,0,26.6
2023-01-14,49,0.378,22.6
2023-01-15,42.3,0.008,18.6
2023-01-16,38.5,0.442,15.3
2023-01-17,30.5,0,6.6
2023-01-18,34.2,0,11.4
2023-01-19,34.4,0,7.9
2023-01-20,37.8,0,11.1
2023-01-21,37.1,0,6.2
2023-01-22,32.4,0,4.6
2023-01-23,33.7,0,5.1
2023-01-24,39.1,0,8
2023-01-25,35.7,0.079,9.6
2023-01-26,42.5,0.048,11.7
2023-01-27,42.2,0,10
2023-01-28,41.7,0,6.2
2023-01-29,43.6,0,14
2023-01-30,44.6,0,12.5
2023-01-31,46.1,0,15.1
2023-02-01,45.7,0,19.2
2023-02-02,47.8,0,17
2023-02-03,49.7,0,14.5
2023-02-04,46.6,0,9.4
2023-02-05,41,0,10.4
2023-02-06,39.3,0,5.8
2023-02-07,35.4,0.003,3.3
2023-02-08,34.3,0.001,9.1
2023-02-09,38.5,0.004,6.3
2023-02-10,39,0.001,13.4
2023-02-11,47,0,8
2023-02-12,45.5,0.002,6.6
2023-02-13,44.8,0,7
2023-02-14,40.5,0.008,4.1
2023-02-15,45.3,0.001,13.4
2023-02-16,49.3,0.018,13.8
2023-02-17,54.2,0,20.8
2023-02-18,53.4,0,19.4
2023-02-19,50.1,0,12.7
2023-02-20,49,0,16.1
2023-02-21,47.6,0,9.7
2023-02-22,46.2,0.149,8.1
2023-02-23,44.5,0,14.3
2023-02-24,41.7,0,12.9
2023-02-25,42.1,0,15.5
2023-02-26,40.7,0,13
2023-02-27,40.9,0,12
2023-02-28,41.8,0,13.3
2023-03-01,43.3,0,10.4
2023-03-02,42,0,12.4
2023-03-03,42.4,0,10.4
2023-03-04,43.2,0,9.4
2023-03-05,40.2,0,9
2023-03-06,41.8,0.079,14.5
2023-03-07,38.4,0.156,11
2023-03-08,36.4,0.487,12.4
2023-03-09,43.5,0.174,10.5
2023-03-10,42.2,0.103,19.8
2023-03-11,39.6,0.063,10.6
2023-03-12,50.2,0.04,18.2
2023-03-13,54.5,0.024,28.3
2023-03-14,44.8,0.079,18.3
2023-03-15,42,0.087,12.9
2023-03-16,52.4,0.039,17.2
2023-03-17,54,0.195,12.2
2023-03-18,52,0.165,10
2023-03-19,48.3,0.055,11.4
2023-03-20,50.8,0.032,14
2023-03-21,52.6,0.016,17.3
2023-03-22,54,0.048,21.8
2023-03-23,53.2,0.096,23.7
2023-03-24,50.9,0.188,20.3
2023-03-25,51.8,0.024,24.3
2023-03-26,46.9,0.244,12.1
2023-03-27,45.3,0,6.5
2023-03-28,45.7,0.088,16.4
2023-03-29,52.8,0.275,15.7
2023-03-30,55.5,0.032,20
2023-03-31,52.2,0.718,19.9
2023-04-01,49.8,0.008,11.7
2023-04-02,47.4,0,11.4
2023-04-03,45.3,0,11.3
2023-04-04,46.5,0,7.4
2023-04-05,48,0.032,12.1
2023-04-06,51.3,0.189,12.7
2023-04-07,50.9,0,6.7
2023-04-08,49.4,0,7.7
2023-04-09,52.4,0,10.7
2023-04-10,53.7,0.541,22.8
2023-04-11,48.9,0.207,18.3
2023-04-12,47.1,0.071,26.8
2023-04-13,49.1,0,18.2
2023-04-14,47.1,0.485,15.1
2023-04-15,50.5,0.032,9.6
2023-04-16,53.8,0,8.5
2023-04-17,55.1,0.024,11.3
2023-04-18,49.7,0,16.4
2023-04-19,52.3,0,18.2
2023-04-20,49.8,0.063,17.6
2023-04-21,48.1,0.048,10.2
2023-04-22,49.9,0,12
2023-04-23,52.2,0.143,12.3
2023-04-24,48.2,0.308,10.3
2023-04-25,45.8,0,9.3
2023-04-26,47.7,0,10.7
2023-04-27,50.2,0.246,14.6
2023-04-28,57.1,0.032,14.6
2023-04-29,55.6,0,8.5
2023-04-30,56.2,0,10.4
2023-05-01,57.9,0,11.7
2023-05-02,53.9,0,13
2023-05-03,51.4,0,13.6
2023-05-04,56.7,0,15.7
2023-05-05,59.7,0.125,14.1
2023-05-06,56.3,0.19,10.4
2023-05-07,60.5,0,8.2
2023-05-08,56.6,0.016,13.8
2023-05-09,59,0.402,10.3
2023-05-10,57.3,0.016,10.9
2023-05-11,56.3,0.039,8.6
2023-05-12,53.4,0.016,16.8
2023-05-13,52.4,0,11.5
2023-05-14,57.5,0,9.9
2023-05-15,56.6,0.118,14.2
2023-05-16,55.5,0,10.8
2023-05-17,56.7,0,10
2023-05-18,58.3,0,10
2023-05-19,56.7,0,10.9
2023-05-20,57.8,0,13.2
2023-05-21,58,0,12.4
2023-05-22,59.3,0,14.9
2023-05-23,57.2,0,10.7
2023-05-24,60.5,0,8.9
2023-05-25,59,0,10.5
2023-05-26,57.6,0,13.3
2023-05-27,58.5,0,9.3
2023-05-28,61,0,15
2023-05-29,56.4,0,16.7
2023-05-30,55.8,0,15.2
2023-05-31,57.1,0,14
2023-06-01,56.7,0,13.4
